id,score,store,text,userName,version,category,isGeneric,sentiment,subcategory,date,time
550518b8-c046-456c-8798-53b864adc0f2,1,google,Decepção. Só tem causado perda de tempo no posto e não vai,Luquésio Oliveira,4.62.110,Complaint,0,Negative,Login,2024-08-19,10:18:19
a68dff0a-6274-49fe-81e0-1e5384e21c91,1,google,Tem 3 dias que eu tento usar o meu dinheiro em conta e não deixa nem usar pra abastecer e nem pra transferir via Pix.,Bruno Barreto,4.62.110,Complaint,0,Negative,Login,2024-08-19,09:51:57
9a58dbf7-b423-435b-9ee6-83f9077d4348,1,google,Sempre falha no momento do pagamento,Uriel Morato,4.62.110,Complaint,1,Negative,Performance,2024-08-19,09:48:27
da97e26d-840c-4854-b722-7960dba2d9dc,1,google,"O aplicativo vive dando problemas. Limita a quantidade de abastecimentos diários. A viver dando problemas no Pix. Faz uma semana que não consigo nem usar o saldo, nem transferi-lo. Os próprios frentistas estão insatisfeitos com o aplicativo. A última atualização ferrou tudo. Os pontos simplesmente somem.",Augusto Oliveira,,Complaint,0,Negative,Login,2024-08-19,09:24:00
361ea95d-024c-4aa2-8cc3-668f1091ddde,1,google,"Nao carrega o app novo. Tentei em varios locais, com wifi e 4 g, sem sucesso. Decepcionante, parece que não querem que o cliente se beneficie. Vou passar a abastecer na shell, la funciona",marcos gomes,4.62.110,Complaint,0,Negative,Performance,2024-08-19,08:58:23
7e3ccacb-d61d-4f9e-a1a1-628c45e1e99d,1,google,A aplicativo e horrível estou tentando cadastrar faz dias e só aparece que está indisponível.,Cesar Mattos,,Complaint,0,Negative,Login,2024-08-19,07:44:22
cc3c4013-bc2a-47c6-9804-d5470118f13e,1,google,App simplesmente não deixa resgatar o saldo de cashback horrível,Ronaldo Santos,4.62.110,Complaint,0,Negative,Generic complaint,2024-08-19,03:26:25
b9de8fed-28e2-4e93-a3ad-1a583f08cf00,1,google,A uma semana não consigo efetuar pagamento via Pix e não consigo mexer no dinheiro que tenho no KMV.,Lucas Eduardo,4.62.110,Complaint,0,Negative,Features,2024-08-19,00:35:42
20c17f9c-0604-4b13-80f1-e8f0d91af843,1,google,"Decepção total não consigo nem me cadastrar, sou inscrita antiga no KL VANTAGEM fiquei um tempo sem usar pois fiquei sem moto e agora tenho carro e não consigo usar esse novo app. Abasteço meu carro e não consigo cadastrar no app. JÁ PERDI MILHARES DE PONTOS POIS ABASTEÇO TODA SEMANA. Pra que um app desse se não funciona? Não da pra se CADASTRAR, COMO FICA MEUS PREJUÍZOS? MEUS PONTOS?",Giane Muniz,,Complaint,0,Negative,Login,2024-08-19,00:10:00
848f174e-fb8d-4755-9d65-8b65f1d58564,1,google,NÃO PERCA TEMPO KM DE VAMTAGEMS N FUNCIONA QUEREMOS E DESCONTO EM DINHEIRO NA HORA. Tive desconto sim nas primeiras vezes depois não tenho mais inclusive NÃO CONSIGO USAR MEU CASH BECK PRA PAGAR O ABASTECIMENTO,Antonio Gomes,4.62.108,Complaint,0,Negative,Performance,2024-08-19,00:02:58
40f2cc4b-b434-4de5-8e16-96ad514f903a,4,google,"Uma boa opção, melhorou bastante, agora possibilita obter os 5% de desconto. Reduziram as falhas e travamentos na hora de utilizar. Hoje não permitiu o uso do saldo existente. Travou e precisou ser reiniciado para concluir sem a possibilidade de utilização do saldo existente.",Jeziel Dutra,4.62.108,Complaint,0,Mixed,Features,2024-08-18,22:19:13
bd3da665-f8a5-4908-a992-e43a8338eb10,1,google,Meu dinheiro está preso há mais de 48 horas neste aplicativo e ninguém toma uma atitude! Assim que receber vou desinstalar e nunca mais abasteço em um posto com essa bandeira,Luiz Soares,4.62.110,Complaint,0,Negative,Customer service,2024-08-18,21:34:06
c69ee23d-4273-488b-8aab-d1414f319909,1,google,Estou a mais de 1 semana tentando entrar e o app n funciona,paulo diego Haick,4.62.110,Complaint,0,Negative,Performance,2024-08-18,20:58:05
edbd7659-e553-4bf4-bbab-eb194852f06f,5,google,"hoje foi o dia em que o app resolveu meu problema, me devolvendo o Pix enviado e não recebido na plataforma, estou aqui para avisar vocês usuários que meu problema foi resolvido , foi devolvido o Pix no valor correto , muito obrigado KMV ( abastece ai) pela atenção e compreensão. muito grato a vocês .",Ariel Uriarte,4.62.110,Complaint,0,Negative,Customer service,2024-08-18,20:08:21
45429c0f-aa03-4ab7-8f03-5f3bbb9aac2a,5,google,Muito bom,Claudemir Lopes De Sousa,4.62.110,Compliment,1,Positive,Generic compliment,2024-08-18,20:06:15
c6e6ee6f-785b-4ae0-85f6-115b7741e2c0,1,google,"App inútil, todas as vezes que tento fazer o cadastro vem a mensagem que o cadastro está indisponível no momento, e pelos comentários que vi, já tem um tempo que esse problema acontece e os responsáveis não fazem nada... RIDÍCULA essa situação",Angélica Maciel,4.62.110,Complaint,0,Negative,Login,2024-08-18,19:52:59
7d9fc9af-866f-475c-8c3a-59b1dceea9d8,5,google,"Ótimo app, mas as vezes a máquina dos postos ficam fora do ar e não há como acumular.",André Nascimento,4.62.110,Complaint,0,Mixed,Features,2024-08-18,19:32:03
11723ef3-36ff-43ac-8488-7928754788cf,1,google,Agora não funciona mais pix tempo todo fala Pix indispensável app cada dia dica pior,Uber.colombrasil,4.62.110,Complaint,0,Negative,Performance,2024-08-18,19:19:25
d0358f3e-1e25-48c6-9bbe-4e58b746cf68,3,google,"O aplicativo funcionava bem até a última atualização. De lá pra cá não está fazendo mais o PIX pra gente transferir pra nossa conta o valor resgatado. O jeito é caçar o concorrente, outra revendedora!",Marcelo Andrade,,Complaint,0,Negative,Performance,2024-08-18,17:50:40
157c4787-1c44-434e-8f98-c734af7a939d,1,google,"Pix fora do ar há mais desde 11.08.2024,hj já é dia 18.08.2024suporte não dá satisfação, use só p abastecer no seu cartão nao deixem dinheiro lá, péssimo serviço e atendimento pior ainda! Estou com valor na conta sem poder utilizar, nem mesmo abastecer usando o saldo! Picaretagem? Ou somente incompetência mesmo, difícil dizer!",Mara Leicht,4.62.110,Complaint,0,Negative,Customer service,2024-08-18,17:00:53
4914893a-a880-4f8f-9712-498df8b8d1df,5,google,Top,Rancho Terra Bela - Mini Animais,,Compliment,1,Positive,Generic compliment,2024-08-18,16:47:09
3b35b23b-84c1-4bd8-8a30-c3617d3ece35,1,google,"Absurdo, falta de respeito com agente 😕 tenho saldo na conta, estou querendo transferir via Pix mas aparece a mensagem que o serviço via Pix está indisponível. Palhaçada.",Bruno Alex dos Santos Fernández Fernández,4.62.110,Complaint,0,Negative,Features,2024-08-18,16:33:37
be41529d-2711-4f94-948a-2cdad82b7583,5,google,Ótima,Sebastião Lucas Barros,4.62.108,Compliment,1,Positive,Generic compliment,2024-08-18,16:31:48
97df668d-27df-4360-99e4-64d768838048,1,google,Quando conseguir fazer o cadastro quem sabe eu uso. #sqn,Marcos Rogério Pacheco,4.62.110,Complaint,0,Negative,Login,2024-08-18,16:14:17
5274b101-7174-4880-9224-2166df9566f6,1,google,"meu saldo está bloqueado. como resolver esse problema, ultimamente vcs estão deixando a desejar com esse app , se não quer pagar as promoções encerre o app.. tenho 15$ e não consigo usar, e agora?",ctn 1989,4.62.110,Complaint,0,Negative,Generic complaint,2024-08-18,15:31:04
28d559b3-1be9-48ef-ae69-889ea8f75f61,1,google,"Shell Box funciona, acho que vou abastecer lá.",Dyego Henrique Alves da Silva,4.62.110,Complaint,1,Negative,Performance,2024-08-18,15:18:54
253e1b14-4130-4c60-9d2f-42f106c5b534,1,google,Faz uma semana que não funciona mais transações Pix,Diogo Espirito Santo Trindade,4.62.110,Complaint,0,Negative,Performance,2024-08-18,15:15:19
b99a4ee3-91a1-45ef-bfd3-0335a988ba97,1,google,Péssimo você simplesmente não consegue finalizar o cadastro pois sempre dá problemas técnicos,Flávio Gomes,,Complaint,0,Negative,Login,2024-08-18,14:36:07
1a605f80-3eec-42f3-bc0c-38697abf284c,1,google,"Golpe !!!!!! não baixem!!!! coloquei 20 reais de crédito pelo pix, sumiu meu dinheiro liga no número do app diz que não existe daí achei um 0800 diz que deu problema na plataforma e não devolvem meu dinheiro! Fui lesado Depois de quase duas semanas estornaram os pix mas só depois de postar aqui no play",Marcelo Brisolla,4.62.110,Complaint,0,Negative,Login,2024-08-18,13:51:33
35051778-56c7-47c1-a5d0-d65c4dea8ed6,1,google,"Fiz um Pix no app o mesmo bloqueio e eu não tenho mais como acessar , no telefone com atendente ela não me dão informações plausível para sanar o problema",Thiago Leme,4.62.110,Complaint,0,Negative,Login,2024-08-18,13:29:26
f2c9e464-8a0a-4c07-92b1-04b37577d5d6,5,google,Muito bos,Gerson Barranco,4.62.110,Compliment,1,Positive,Generic compliment,2024-08-18,13:28:25
157d129d-d0d4-4a59-a1ca-3a1e99ac406a,5,google,Muito bom! Recomendo a todos.,Marcos Paulo,4.62.110,Compliment,1,Positive,Generic compliment,2024-08-18,13:28:15
42da53dc-c56d-45ea-a7e8-8d8655dc6ab1,2,google,Baixei o app pois diz que tem desconto com ele. Tal porce tagem porém ele. Só está permitindo acumular e. Não está deixando usar. O desconto,Paula Rodrigues,4.62.110,Complaint,0,Negative,Performance,2024-08-18,12:54:00
bd872367-cd78-471f-9bc3-4baee27b71d9,1,google,24 hrs por dia x7 dia por semana. Indisponibilidade de cadastro .,Marcilei Costa,4.62.110,Complaint,0,Negative,Servicess,2024-08-18,12:51:05
4aea4730-4c08-49a6-a9e6-b686da88d614,1,google,Não quer redefinir senha,Geraldo Arantes,,Complaint,1,Negative,Login,2024-08-18,11:29:25
018e8205-7b47-42b3-805d-602e7102b2ae,1,google,Esse aplicativo era bom mas agora está um lixo mas de uma semana tentando transferir o saldo e não consegui lixo lixo,josenildo arruda,4.62.110,Complaint,0,Mixed,Generic complaint,2024-08-18,11:27:53
8f7c3aa3-9d28-4c93-be89-aa00fa3a58ac,1,google,Tão ruim que vc nao consegue fz pix nem transf o dinheiro q tiver aqui.,Nelson Kossaka,4.62.110,Complaint,0,Negative,Generic complaint,2024-08-18,10:29:40
531846b8-bd2b-4c0b-8594-d99a389820e3,1,google,Não estou conseguindo fazer o cadastro,eduardo hirt,4.62.110,Complaint,1,Negative,Login,2024-08-18,10:08:16
cdf8d71b-c79b-49a6-bf9d-99e962177e84,1,google,Já faz quase uma semana não dá para usar cachback e nem fazer pix,Fernando Araujo,4.62.110,Complaint,0,Negative,Login,2024-08-18,08:00:15
178cff28-e3ad-4ecc-ad3a-cbdb5e5d5796,5,google,"Antigamente não funcionava como deveria, passei alguns anos sem usar. Porém, instalei novamente pra verificar e estou surpreso, pois agora está ótimo, funciona tudo. Estão de parabéns recomendo.",Roberio Fabricio Lemos,4.62.110,Compliment,0,Mixed,Generic compliment,2024-08-18,01:47:22
4864ceee-5b54-4d8f-a2ce-07d49169f7a9,1,google,"Tá horrível, já faz 1 mês praticamente que não consigo usar meu saldo kmv",Pedro Henrique,4.62.110,Complaint,0,Negative,Login,2024-08-18,01:38:19
f3574380-159b-4d24-80c4-9e2d87ea042a,1,google,"AVISO, NÃO FAÇAM PIX PARA O APLICATIVO, NÃO APARECE NA CONTA E TAMBÉM NÃO É POSSÍVEL TIRAR O DINHEIRO QUE ESTÁ LÁ, PAREI DE USAR POR ENQUANTO, ESTOU USANDO SHELL.",Marcos 010010,4.62.110,Complaint,0,Negative,Login,2024-08-17,23:20:49
dc371cb5-a62c-4ae2-b4c0-5bf31856f840,1,google,Mandaram 200 $ 16/08 as 13h até agora não tá disponível,Joao Gomes,4.62.110,Complaint,1,Negative,Performance,2024-08-17,23:06:42
239ddcab-5bcc-4c2c-a017-a2bc540d761a,1,google,"Muito ruim, nunca finaliza o cadastro e pelo visto esse problema não é de hoje e não tomam providências para arrumar. Lamentável",Guilherme Esteves Peruzzi,4.62.110,Complaint,0,Negative,Performance,2024-08-17,22:54:33
813e9df9-bffb-4d28-a890-50023b8fadbe,1,google,"Se você detesta seu carro e não tem amor a seu dinheiro utilize esse aplicativo, e combistivel Ipiranga. Depois não reclamem",Luis Morari,4.62.110,Complaint,0,Negative,Generic complaint,2024-08-17,22:24:49
539658a0-aac1-44bc-a708-4dc15a1f1df8,1,google,"Sumiu com meu pix, eu deveria ter recibo um dinheiro nesse app e não está no meu saldo!!! Cadê?? Já enviei meu comprovante de pagamento do pix e o dinheiro ainda não entrou na minha conta, que mais vcs querem? Vou reclamar no banco central de vocês. Quero meu dinheiro!!!",Xyz,4.62.110,Complaint,0,Negative,Login,2024-08-17,22:12:29
975de17f-6b92-4600-a30f-c46a37ec389a,1,google,"Decepcionante ! Aplicativo não está funcionando pagamento com saldo, e nem o Pix, ou seja ? 400 reais parados na conta. Me diga KMV, como vou abastecer o resto do mês se nem consigo resgatar meu dinheiro! Nunca mais eu uso.",Harrison Pereira,4.62.110,Complaint,0,Negative,Features,2024-08-17,21:52:11
eddfe4c1-10ec-4456-b0d6-3b5e3bf5db84,1,google,Não estou conseguindo usar o cachibek faz tempo,Beethoven De matos barroso,,Complaint,1,Negative,Login,2024-08-17,21:01:51
938131d8-2287-444d-a198-479eb45b0b8a,1,google,Não consigo logar sempre diz q sistema está temporiamente indisponível,Felipe Torres,,Complaint,1,Negative,Login,2024-08-17,20:58:38
48d264b6-d757-4eab-a7dc-65880cd09e85,1,google,"Desde 2019 dando erro, demorado e agora não consigo usar meu saldo nem pra abastecer nem pra fazer Pix! Pra ficar ruim o aplicativo precisa melhorar e muito!",Eduardo Tomita,4.62.110,Complaint,0,Negative,Performance,2024-08-17,20:32:56
a61b5a8c-c56c-4d44-918d-d2889ed4f3cd,5,google,O melhor,Android Tube,,Compliment,1,Positive,Generic compliment,2024-08-17,20:23:47
c1ab86ad-660b-4e9b-a03f-59493657fbf3,1,google,"O app é muito instável, constantemente deixa o cliente na mão. Faz 4 dias que não consigo usar meu saldo, nem transferi e nem uso na bomba é imoral.",Thierry Barbalho,4.62.110,Complaint,0,Negative,Login,2024-08-17,20:04:02
9cc7a698-76c6-441b-9fee-6f04bcc14bfc,2,google,O app está a dias informando que está tentando resolver o problema com o pix. Eu quase não consegui pagar o abastecimento que fiz. Tenho dinheiro na conta e não posso retirar e nem movimentar esse valor. Por gentileza quando isso poderá ser solucionado?,Valriane Suelen,4.62.110,Complaint,0,Negative,Login,2024-08-17,19:53:46
155f4095-cbdb-42bb-9eb3-d1d4bf2fbbfc,1,google,"Não pega de maneira alguma, já liguei e nem o suporte pesta.",Anderson Lima silva,,Complaint,0,Negative,Customer service,2024-08-17,18:41:55
25afdb11-5976-4165-aa05-1851a255467a,2,google,Tá muito Ruin dando erro não consigo entrar na minha conta,Marcio Medeiros,4.62.110,Complaint,0,Negative,Login,2024-08-17,17:58:01
85f6338f-68ba-4454-b5c3-539c5ba9901a,1,google,"Depôs da atualização não abre mas o app, fico muito ruim",FABIANO OLiveira,4.62.110,Complaint,1,Negative,Login,2024-08-17,17:52:53
111706dc-2cb1-4c0b-9eb2-2b468b0469f1,3,google,"O aplicativo é bom, mas todo fim de semana que eu vou fazer algum abastecimento os postos ficam com as maquinetas fora do ar no KMV. Parece até que é planejado...",Bruno Ramos (bbrlivre),4.62.110,Complaint,0,Mixed,Customer service,2024-08-17,17:38:56
27116df4-cf8b-4dfa-8ce9-1d6276e24e9b,1,google,"Já abri chamado duas vezes e não tive nenhum retorno, meu pagamento está dando recusado nos cartões cadastrados.",Allan Yamakawa,4.62.110,Complaint,0,Negative,Login,2024-08-17,16:59:22
092bfd2b-46ea-4ce7-91b3-2f2daaa933ab,1,google,"Aplicativo não envia Pix, não troca pontos, tudo que promete não entrega nada, o valor do posto que supostamente vc pagaria mais barato é mentira, vc enche o tanque e ganha dois reais e não tem como usar esse valor fica trancado no aplicativo, que descaso com consumidor",Ramon Linemburger,4.62.110,Complaint,0,Negative,Servicess,2024-08-17,15:37:13
a5ea6fcf-950e-4cf9-8deb-d6688b3e4495,4,google,Gostei bastante,maria madalena nochelli silva,,Compliment,1,Positive,Generic compliment,2024-08-17,14:46:42
2b54f481-fe1d-4ca5-97b6-da69c18ba92d,2,google,Péssimo. Muitas vezes não funciona... Tenho um valor de cashback que não consigo usar de jeito nenhum. Não recomendo.,Fabricio Lima,4.62.110,Complaint,0,Negative,Performance,2024-08-17,14:36:52
2a4ac0b8-0619-4c0c-a319-7bfc47ba4f4d,3,google,Na última semana aplicativo não está concluindo os PIx e nem transferências de casback,Gilberto Santos,4.62.110,Complaint,0,Negative,Performance,2024-08-17,14:22:55
b6e53bfa-3ba7-4fe5-a65c-c433ad049c59,1,google,O cadastro não funciona,Bruno Sphair,4.62.110,Complaint,1,Negative,Performance,2024-08-17,14:22:45
4943ad7d-549e-4571-95f7-027dc40deebb,1,google,Nunca funciona nos postos...,Gustavo Prezoto,4.62.108,Complaint,1,Negative,Performance,2024-08-17,13:16:07
db9d5001-0ffd-4a3b-9006-7bceef025db3,1,google,App não deixa realizar o cadastro.,Daniel Lopes Paciência,4.62.110,Complaint,1,Negative,Login,2024-08-17,13:06:00
68df4939-fd02-4414-ab13-2db98ab27b2a,1,google,"Péssimo, estou a dias tentando resolver um problema de uma transferência que não compensou, e o suporte demora as vezes uma semana para responder. Aplicativo com suporte ao cliente ineficiente. Com várias falhas nas operações de transferência. Falhas constantes na alteração de dados cadastrais.",JOSE LUIS MORAIS SANTOS,4.62.110,Complaint,0,Negative,Customer service,2024-08-17,12:58:11
958da0c7-f724-44a2-bf7e-d551c71770d7,1,google,Acabei de instalar o aplicativo e já não consigo fazer o cadastro que aplicativo lixo só não dou zero estrela porque não tem como,Wellington Luciano da Silva,4.62.110,Complaint,0,Negative,Login,2024-08-17,12:53:09
413714eb-9607-462a-8710-469afa7d7336,4,google,Algumas falhas no processo.,Abenilzon Fernandes da Silva,4.62.110,Complaint,1,Negative,Generic complaint,2024-08-17,12:16:01
e7023740-53ea-4765-9955-7bcbf6731b44,1,google,"Não funciona, fica em um looping de abertura do app, muito ruim!",Adriano Arruda,,Complaint,0,Negative,Performance,2024-08-17,12:03:57
88f81c1f-6ad6-42e8-aaf0-b50ae0d305d6,1,google,Não permite fazer o cadastro e pelo histórico de reclamações já está com problemas de acesso há algum tempo.,Danilo Gazolli,4.62.110,Complaint,0,Negative,Login,2024-08-17,12:00:15
f82f525c-b207-4c84-b863-dc9fed3feacc,1,google,Não consigo abrir a minha conta a mais de 20 dias tentando,Luiz Fernando Carvalho,4.62.110,Complaint,0,Negative,Login,2024-08-17,11:46:25
940c7c99-5c3f-4205-a335-4adbf62bd668,1,google,"O aplicativo é bom, a gente ganha descontos e ainda acumula pontos. Só que agora eu não consigo mais abrir o aplicativo, eu clico no app e fica a tela em looping todo vida e não abre mais. Já reiniciei o aparelho de fábrica, reinstalei o app novamente e ficou a mesma coisa. Se continuar assim, vou acabar desinstalando, já que não está prestando pra nada.",Thiago,4.62.110,Complaint,0,Negative,Login,2024-08-17,11:18:45
aa8efb95-3b5c-41bc-a2d6-19358cf17506,4,google,otimo atendimento do estabelecimento e explicam sobre uso app,Eliene Claret,4.62.110,Compliment,1,Positive,Customer service,2024-08-17,11:12:41
d4f759b7-5eb4-488d-9daf-ee817f2cb0b8,1,google,"O aplicativo tá com erro a dias e não tem como fazer o cadastro, o site não deixa cadastrar também, mandando fazer no aplicativo. Sempre da erro após colocar o número do telefone.",Tainara Lizias,4.62.110,Complaint,0,Negative,Performance,2024-08-17,10:21:07
5c8a3b6c-e987-464f-a556-af20715b4f23,1,google,No consigo atualizar o endereço de jeito nenhum! Ele trava !!,Palavra Rhema,4.62.110,Complaint,0,Negative,Login,2024-08-17,09:44:52
3ea6b3d4-d56f-4d53-86a8-1321b166d673,4,google,App tava bom pra ser verdade mais agora tem uns três dias ou mais que não consigo fazer pix .,Thiago De Paula,4.62.110,Complaint,0,Negative,Login,2024-08-17,06:01:13
2119823e-a2b0-4c0b-ba0e-6b665442111e,5,google,Esta última atualização o app não abriu Tive que desinstalar e instalar nova mente Agora normalizou,junio pereira,4.62.110,Complaint,0,Negative,Performance,2024-08-17,05:07:07
89fad288-f926-43c0-833b-09f329a83116,1,google,Simplesmente não deixa fazer o cadastro.,Daniel Vieira,4.62.110,Complaint,1,Negative,Login,2024-08-17,03:41:38
44f9122f-f066-44f9-98b2-7b4995d0665b,1,google,"Decepção total, estou com dinheiro preso, não consigo pagar, não consigo fazer Pix nem mesmo transferir pra minha conta pessoal. Mensagem de que estão trabalhando já estou vendo há uma semana. Apropriação indébita é crime mas nas letras muidas deve ter algo que proteja a empresa. Sempre achei confiável e deixei de usar outros apps da concorrência pra usar esse mas agora não deixarei mais um real na conta.",André Ricardo Passos de Jesus,4.62.110,Complaint,0,Negative,Login,2024-08-17,03:02:30
da9d591c-586c-421d-ae94-bc40b92257a0,1,google,"Péssimo aplicativo, Péssimo.",Elinton Rocha,4.62.110,Complaint,1,Negative,Generic complaint,2024-08-17,02:05:08
68f8802a-b129-42ce-82ba-ae26bf8651e5,1,google,"Funcionava okay. Porém agora não tem mais opção de recarga de celular que eu usava bastante. O mais gritante é que após algumas atualizações perdi alguns bons kms. Parece que agora tem validade ou reduziram a validade, enfim, ficou bem mais difícil acumular (eu sonhando que ia dar pra trocar em milhas kkk). Os únicos benefícios que restaram, são principalmente o cashback e o desconto em alguns postos, acumular pontos não mais.",Isaías Reis,4.62.110,Complaint,0,Mixed,Performance,2024-08-17,01:43:15
ca3b5511-ab03-4ee4-8691-4471eeaf8a42,1,google,"Não tá funcionando ainda,só fica na logo infinito",Felipe Clarinda barroso,,Complaint,1,Negative,Performance,2024-08-17,01:41:32
cf6fb808-c590-4625-bce4-b38c968f7466,1,google,"A opção de Pix está indisponível, ficou ruim, dá uma mensagem que você já excedeu os abastecimentos do dia sem ter abastecido ainda",jose leandro,4.62.110,Complaint,0,Negative,Features,2024-08-17,01:33:29
885f45d4-bad0-44b0-811f-a42808797eaa,1,google,"Aplicativo está há mais de duas semanas sem a função pix, e lá dizem que está em manutenção, está parecendo mais uma obra do que manutenção, a função pix estava muito boa de usar app agora ta deixando os clientes sem poder tranferir o dinheiro que acumulou no app de vcs...😡",tilapeiros sjc,4.62.110,Complaint,0,Negative,Performance,2024-08-17,01:04:04
13f08665-5b7e-4316-a701-183246bbfb67,1,google,"Parece marketing, ou enganação com o consumidor. O app não funciona, fica indisponível para cadastrar. Horrível, horrível nota zero. O MP deveria fiscalizar a finalidade de uma empresa divulgar um preço no posto e quando consumidor vai abastecer pede para baixar um app que não presta.",edivaldo reis,4.62.110,Complaint,0,Negative,Performance,2024-08-17,00:55:35
79b6ffc8-b13d-4a28-8fd7-46243102d054,5,google,Top,Leandro Morais,,Compliment,1,Positive,Generic compliment,2024-08-17,00:44:09
c199eb19-01b2-411d-a701-31ac1582654e,4,google,"O aplicativo não abre fica só na tela de início repetindo a abertura Reinstale e voltou a funcionar Inicialização ainda lenta, mas agora abre o aplicativo que é muito bom",Eduardo Sá,4.62.108,Complaint,0,Negative,Login,2024-08-17,00:30:17
a399b5ea-9f1a-4528-ab44-ec6b6ea05105,1,google,"O app era muito bom, infelizmente hoje me deixou muito na mão, eu fiz um Pix para o app de 50 reais o dinheiro não caiu na conta e não foi estornado para a minha conta, eu estava no posto na hora do ocorrido, era o único dinheiro que eu tinha, tive que recorrer e ligar para um amigo para que eu pudesse pagar pelo combustível, situação nada confortável. Pix instável tudo bem, mais pelo menos estorne o valor para a conta de imediato.",Claudionor Lima,,Complaint,0,Negative,Login,2024-08-17,00:01:47
64697138-ad39-44fc-bbf6-d553d77b3751,1,google,"Aplicativo não funciona, tem saldo e não consegue usar, isso faz mais de um mês. Lamentável",Nilson Souza,4.62.110,Complaint,0,Negative,Performance,2024-08-16,23:47:10
29e167b4-f5f9-41e8-aba5-af3f7726a25b,1,google,"Uma semana abastecendo e não consigo utilizar meu saúdo de resgate, já entrei em contato com o suporte do app e nada, isto é uma pouca vergonha volta e meia o abastece aí dá este migué, vou trocar de posto cansei.",Marcontonio Ceccon,4.62.110,Complaint,0,Negative,Customer service,2024-08-16,23:21:26
bd0b852b-756e-41f5-8f19-a0a16e0b7ae1,1,google,"Fiz um pix para o abastece aí, e o pix sumiu, e não consigo suporte para resolver! Quero meu dinheiro de volta.",Felipe Queiroz,4.62.110,Complaint,0,Negative,Features,2024-08-16,23:10:35
a996c7cc-ffd3-4512-ab5d-096632bb40e3,2,google,"Vou dá duas estrelas por enquanto, o app é excelente, mais já faz 2 dias que minha conta está bloqueada, liguei para o número 3003-3424 para pedi o desbloqueio e estou esperando até agora.",Gilberto Andrade,4.62.110,Complaint,0,Negative,Login,2024-08-16,23:01:58
3e238cf1-8e25-4430-864c-65caeecedb60,1,google,"Não permite excluir conta...dá erro que parece de propósito, fora que é obrigatório criar uma conta completa para ter os benefícios...por isso que o Shell é melhor",Helenilton Barbieri,4.62.110,Complaint,0,Negative,Performance,2024-08-16,22:17:26
4f4190c0-65b7-41b1-b435-832ad07781b8,1,google,"Não abre ,faço o cadastro e nada.",Alberto carlos do nascimento,4.62.110,Complaint,1,Negative,Login,2024-08-16,21:48:00
efd1580c-f597-4ab2-87d0-ab44513cfc0d,5,google,Muito bom.,Diego Monteiro,4.62.110,Compliment,1,Positive,Generic compliment,2024-08-16,21:08:12
